layer,metric,mean,std,n
0,l1_dist,113.09253477907467,222.08507916614272,1002
0,l2_dist,40.216604852628805,43.22387946145954,1002
0,cosine_dist,0.6088259962839102,0.3385025735310275,1002
0,slang_only_features,1.844311377245509,4.821743890601946,1002
0,literal_only_features,4.577844311377246,7.485876798400499,1002
0,shared_features,1.778443113772455,1.472575097040771,1002
0,slang_active,3.622754491017964,5.537154597402326,1002
0,literal_active,6.3562874251497,7.958588262685264,1002
1,l1_dist,96.36699301040102,212.73864317843515,1002
1,l2_dist,35.5970376768036,41.52266833557803,1002
1,cosine_dist,0.2624940599729409,0.24106718602650234,1002
1,slang_only_features,1.7145708582834331,4.691944009501017,1002
1,literal_only_features,3.6077844311377247,7.140510171578518,1002
1,shared_features,1.687624750499002,1.0672153717066548,1002
1,slang_active,3.402195608782435,5.332358490903407,1002
1,literal_active,5.295409181636726,7.584294024530856,1002
2,l1_dist,200.98367443008576,257.77431279213124,1002
2,l2_dist,55.556507765414,40.06671140954901,1002
2,cosine_dist,0.36816457342616693,0.1772517397849989,1002
2,slang_only_features,4.200598802395209,5.781162164200292,1002
2,literal_only_features,7.059880239520958,7.575725967704564,1002
2,shared_features,4.07185628742515,2.2800064667295863,1002
2,slang_active,8.27245508982036,7.157803535831639,1002
2,literal_active,11.131736526946108,8.552445389137237,1002
3,l1_dist,314.34824910420855,305.9844682396054,1002
3,l2_dist,76.88845059400548,46.82587397471808,1002
3,cosine_dist,0.45175853489104384,0.17089261199357478,1002
3,slang_only_features,6.272455089820359,7.101391429853663,1002
3,literal_only_features,8.842315369261478,7.286624461043039,1002
3,shared_features,6.936127744510978,2.6746223968473135,1002
3,slang_active,13.208582834331338,8.524088573894195,1002
3,literal_active,15.778443113772456,8.52545878391919,1002
4,l1_dist,525.3445817258306,382.0196202787918,1002
4,l2_dist,106.2129487896156,44.80054582024074,1002
4,cosine_dist,0.3661448515936762,0.12315924879559728,1002
4,slang_only_features,9.855289421157684,8.956538271589475,1002
4,literal_only_features,13.159680638722556,7.903134317075532,1002
4,shared_features,11.2874251497006,4.414097082165804,1002
4,slang_active,21.142714570858285,11.743456657553244,1002
4,literal_active,24.447105788423155,10.396994835219418,1002
5,l1_dist,415.8382002169976,403.00147394375176,1002
5,l2_dist,93.0646758203259,52.20020431497335,1002
5,cosine_dist,0.33779085617876814,0.13597702021098032,1002
5,slang_only_features,11.094810379241517,8.856135204053015,1002
5,literal_only_features,7.342315369261477,7.9119143732881,1002
5,shared_features,6.888223552894211,3.15302994629605,1002
5,slang_active,17.98303393213573,10.784530559003954,1002
5,literal_active,14.230538922155688,9.990002263190181,1002
6,l1_dist,481.1704384428774,519.5503631357728,1002
6,l2_dist,110.38382522027173,68.33335751185858,1002
6,cosine_dist,0.5204632931970758,0.23471960653044768,1002
6,slang_only_features,9.552894211576847,9.907440731243375,1002
6,literal_only_features,9.46506986027944,8.901505706195715,1002
6,shared_features,4.759481037924152,3.248373603513566,1002
6,slang_active,14.312375249500999,12.00711808792399,1002
6,literal_active,14.224550898203592,11.12057290630188,1002
7,l1_dist,678.9541936786827,620.5818884427865,1002
7,l2_dist,134.79790485404922,73.39292829082898,1002
7,cosine_dist,0.6009827461948771,0.17079645145843633,1002
7,slang_only_features,14.919161676646707,12.204529937438014,1002
7,literal_only_features,11.684630738522953,9.131788662962105,1002
7,shared_features,7.116766467065868,4.4771919578791675,1002
7,slang_active,22.035928143712574,14.965319409113619,1002
7,literal_active,18.801397205588824,12.13683946912513,1002
8,l1_dist,1055.8049456659191,705.6934735847891,1002
8,l2_dist,169.7837719412859,75.46292839444925,1002
8,cosine_dist,0.5791970265958599,0.13507170268348384,1002
8,slang_only_features,21.28443113772455,13.60564991855721,1002
8,literal_only_features,16.34930139720559,8.810136633218923,1002
8,shared_features,12.930139720558882,6.997227122627067,1002
8,slang_active,34.21457085828343,18.209659082412106,1002
8,literal_active,29.27944111776447,13.605936699106964,1002
9,l1_dist,1247.3477529499107,848.6243355984165,1002
9,l2_dist,202.65280449081087,87.06048820310117,1002
9,cosine_dist,0.4997286955917072,0.12949010962418336,1002
9,slang_only_features,20.124750499001998,13.846225848480534,1002
9,literal_only_features,15.940119760479043,9.265242455010473,1002
9,shared_features,14.463073852295409,7.2664661749156,1002
9,slang_active,34.58782435129741,18.8574538135038,1002
9,literal_active,30.40319361277445,14.206809736694927,1002
