layer,metric,mean,std,n,ci_lower,ci_upper,se,category,source_file
12,cosine_dist,0.5954099057382595,0.1741320150060786,823,0.5835131978241143,0.6073066136524047,0.006069860470898921,idiom,
13,cosine_dist,0.5874411739071748,0.181125646906141,823,0.5750666607142519,0.5998156871000976,0.006313643153920906,idiom,
14,cosine_dist,0.5560331047893946,0.1825432785670477,823,0.5435617389309866,0.5685044706478026,0.006363058687190489,idiom,
15,cosine_dist,0.482199980713255,0.1740645567706888,823,0.4703078815491022,0.4940920798774078,0.006067509024633196,idiom,
16,cosine_dist,0.4463377004333139,0.1751304682428726,823,0.4343727781444389,0.45830262272218886,0.00610466436284174,idiom,
17,cosine_dist,0.437836858868273,0.1838144048527473,823,0.4252786495988906,0.4503950681376554,0.006407367364114828,idiom,
18,cosine_dist,0.4259530777068648,0.1850490663736979,823,0.41331051630104687,0.43859563911268273,0.006450404959244572,idiom,
19,cosine_dist,0.3893419496470639,0.1730166045498845,823,0.377521446630687,0.40116245266344086,0.006030979706573971,idiom,
20,cosine_dist,0.382098339307931,0.1661685082943097,823,0.37074569856787176,0.3934509800479903,0.0057922700772093,idiom,
21,cosine_dist,0.4107645677260031,0.1861605137085149,823,0.39804607218306626,0.42348306326894,0.0064891475778426294,idiom,
22,cosine_dist,0.352815915243123,0.1741177782845802,823,0.3409201799824977,0.3647116505037483,0.006069364209984147,idiom,
23,cosine_dist,0.4546321180184006,0.2023710413657263,823,0.4408061184207654,0.4684581176160358,0.007054211050148319,idiom,
24,cosine_dist,0.43007568119689,0.1788943863364069,823,0.41785360783691544,0.44229775455686454,0.006235866299779342,idiom,
25,cosine_dist,0.4454490802774742,0.1793264035359749,823,0.43319749148096737,0.45770066907398105,0.00625092547268511,idiom,
26,cosine_dist,0.4911816050530493,0.1774513936093919,823,0.47905811702785617,0.5033050930782424,0.006185566735318452,idiom,
27,cosine_dist,0.5106420177753612,0.18923514872654,823,0.4977134630152794,0.523570572535443,0.006596322617181033,idiom,
28,cosine_dist,0.5156774584154167,0.1765511013908973,823,0.5036154783993075,0.5277394384315258,0.006154184521375154,idiom,
29,cosine_dist,0.5530138239219223,0.170938451924689,823,0.5413353003961181,0.5646923474477266,0.0059585398598764605,idiom,
30,cosine_dist,0.4760910407034623,0.1645397302592815,823,0.4648496781596556,0.487332403247269,0.005735494444018925,idiom,
31,cosine_dist,0.4977323382929927,0.1601508139856518,823,0.48679082672699264,0.5086738498589928,0.0055825064400699675,idiom,
32,cosine_dist,0.3786086338693287,0.1470370065962597,823,0.3685630582755191,0.3886542094631383,0.005125387850515515,idiom,
33,cosine_dist,0.4229747315875525,0.1490497876484318,823,0.4127916426922861,0.4331578204828189,0.00519554898742493,idiom,
34,cosine_dist,0.5865153458336072,0.190814024334463,823,0.5734789222135712,0.5995517694536432,0.006651358761112773,idiom,
35,cosine_dist,0.5670020474440091,0.1819828707270818,823,0.5545689686770623,0.5794351262109558,0.006343524097900449,idiom,
36,cosine_dist,0.5341399076189913,0.1806142829485666,823,0.5218003308370488,0.5464794844009339,0.0062958181269020955,idiom,
37,cosine_dist,0.6152494209088648,0.1955212955201026,823,0.6018913962876213,0.6286074455301083,0.006815443919689259,idiom,
38,cosine_dist,0.6274888710320259,0.1808610720368371,823,0.615132433607315,0.6398453084567368,0.006304420653734912,idiom,
39,cosine_dist,0.5766878966151545,0.1780495495113686,823,0.5645235425490286,0.5888522506812804,0.006206417139333569,idiom,
40,cosine_dist,0.6019641560087046,0.1875091833751969,823,0.5891535192871532,0.6147747927302559,0.0065361592471086605,idiom,
41,cosine_dist,0.5371127716680923,0.1950210877621525,823,0.5237889212657167,0.550436622070468,0.006798007773342979,idiom,
42,cosine_dist,0.491723479791335,0.1867742711145517,823,0.4789630523119331,0.5044839072707369,0.006510541816101998,idiom,
43,cosine_dist,0.4888038908290978,0.1839972339025063,823,0.47623319066995495,0.5013745909882407,0.0064137403841595655,idiom,
44,cosine_dist,0.4558846474006174,0.1753698322300839,823,0.44390337175224726,0.46786592304898755,0.006113008066922118,idiom,
45,cosine_dist,0.3524359777130703,0.1740848517422635,823,0.34054249199545145,0.3643294634306891,0.006068216462870301,idiom,
46,cosine_dist,0.434851950498463,0.1801768579929092,823,0.42254225861121736,0.4471616423857086,0.006280570451468966,idiom,
47,cosine_dist,0.1964355888589764,0.1163506683032746,823,0.18848650542149747,0.20438467229645535,0.004055729340018637,idiom,
0,cosine_dist,0.393907301924657,0.3182466922621953,1000,0.37418253003351026,0.41363207381580375,0.010063844053632214,literal_paraphrase,
1,cosine_dist,0.421428237516724,0.325612500184278,1000,0.40124693650967563,0.4416095385237723,0.010296771352043146,literal_paraphrase,
2,cosine_dist,0.4258619149577571,0.3086435364139197,1000,0.40673234189553115,0.44499148801998306,0.009760165601571039,literal_paraphrase,
3,cosine_dist,0.4275360499571543,0.2969526530831554,1000,0.40913107203609433,0.4459410278782142,0.009390467409725932,literal_paraphrase,
4,cosine_dist,0.3492835121509269,0.2706202163802264,1000,0.3325106055755619,0.3660564187262919,0.008557762646491229,literal_paraphrase,
5,cosine_dist,0.3973718674816191,0.2686426985703259,1000,0.38072152647774116,0.4140222084854971,0.008495228042562895,literal_paraphrase,
6,cosine_dist,0.3685189477689564,0.2583083515688048,1000,0.35250912445844385,0.3845287710794689,0.008168427296009511,literal_paraphrase,
7,cosine_dist,0.3746443167524412,0.2528069240740239,1000,0.3589754691851135,0.39031316431976887,0.007994456883351694,literal_paraphrase,
8,cosine_dist,0.376290175630711,0.2410427511173809,1000,0.36135046565915324,0.39122988560226873,0.0076224410700402034,literal_paraphrase,
9,cosine_dist,0.3784777036327869,0.2424317221563278,1000,0.3634519059262337,0.39350350133934003,0.007666364190911029,literal_paraphrase,
10,cosine_dist,0.3361024888698011,0.2289437270789857,1000,0.3219126703977164,0.35029230734188577,0.007239836335775629,literal_paraphrase,
11,cosine_dist,0.3487117731571197,0.2322771455238691,1000,0.33431535106576193,0.3631081952484775,0.00734524828257811,literal_paraphrase,
12,cosine_dist,0.3306441657673568,0.230219506847643,1000,0.3163752750989793,0.3449130564357343,0.007280180034392827,literal_paraphrase,
13,cosine_dist,0.3291014754809439,0.2298348518993064,1000,0.3148564255351794,0.34334652542670835,0.007268016176892847,literal_paraphrase,
14,cosine_dist,0.3286648168247193,0.2339474226267238,1000,0.3141648717882694,0.34316476186116923,0.007398067082264591,literal_paraphrase,
15,cosine_dist,0.3258887014826759,0.2061680775022201,1000,0.31311050645711014,0.33866689650824167,0.006519607057251337,literal_paraphrase,
16,cosine_dist,0.3050051892083138,0.2293904156281559,1000,0.29078768520185283,0.3192226932147748,0.007253961867976569,literal_paraphrase,
17,cosine_dist,0.2744896532595157,0.2034663462168376,1000,0.2618789101968801,0.2871003963221513,0.006434170812375906,literal_paraphrase,
18,cosine_dist,0.2964103174111805,0.2139664103479829,1000,0.2831487855898086,0.3096718492325524,0.006766211994698466,literal_paraphrase,
19,cosine_dist,0.283578177139163,0.214430939233409,1000,0.2702878540482362,0.2968685002300898,0.006780901687867325,literal_paraphrase,
20,cosine_dist,0.2739007470272481,0.2091420431963228,1000,0.2609382270853374,0.28686326696915876,0.0066136521100170174,literal_paraphrase,
21,cosine_dist,0.2812743875589221,0.2182940602919293,1000,0.26774463014386907,0.2948041449739751,0.006903064302086173,literal_paraphrase,
22,cosine_dist,0.2618050979096442,0.2139709857219282,1000,0.24854328250886804,0.2750669133104203,0.006766356680726608,literal_paraphrase,
23,cosine_dist,0.2732041095867753,0.2138013195391125,1000,0.2599528100117251,0.28645540916182555,0.006760991364930567,literal_paraphrase,
24,cosine_dist,0.2946831751018762,0.2062621529708327,1000,0.28189914932549964,0.30746720087825274,0.006522581984778971,literal_paraphrase,
25,cosine_dist,0.2800846973545849,0.2198821815031088,1000,0.2664565089757932,0.2937128857333766,0.006953285104363697,literal_paraphrase,
26,cosine_dist,0.2785954426862299,0.2100678037159568,1000,0.2655755445672019,0.29161534080525786,0.006642927228116062,literal_paraphrase,
27,cosine_dist,0.2937238049469888,0.2168838463613772,1000,0.28028145189080006,0.30716615800317754,0.006858469421999741,literal_paraphrase,
28,cosine_dist,0.2993634047894739,0.2110463022553374,1000,0.28628285981706336,0.3124439497618844,0.00667387006883197,literal_paraphrase,
29,cosine_dist,0.3001213681800291,0.2194106244280365,1000,0.2865224066744952,0.313720329685563,0.006938373160323743,literal_paraphrase,
30,cosine_dist,0.2812696864679456,0.201094131187984,1000,0.26880597211435414,0.29373340082153704,0.006359154786467312,literal_paraphrase,
31,cosine_dist,0.2812662883531302,0.2147294758513715,1000,0.26795746211092597,0.2945751145953345,0.006790342244644576,literal_paraphrase,
32,cosine_dist,0.2427535851458087,0.20026180543506,1000,0.23034145792890942,0.25516571236270796,0.006332834335122768,literal_paraphrase,
33,cosine_dist,0.2596290715287905,0.2033177059973612,1000,0.24702754111311812,0.27223060194446286,0.006429470395921379,literal_paraphrase,
34,cosine_dist,0.3270994983172968,0.2310280804475557,1000,0.3127804926588714,0.34141850397572215,0.007305749376708886,literal_paraphrase,
35,cosine_dist,0.3394493582142168,0.227555956088476,1000,0.32534555309872154,0.35355316332971204,0.007195951163768444,literal_paraphrase,
36,cosine_dist,0.3225626614337089,0.2360115007207433,1000,0.3079347858623628,0.33719053700505497,0.0074633389627201995,literal_paraphrase,
37,cosine_dist,0.3610136329556117,0.2416589314740254,1000,0.34603573243164876,0.3759915334795746,0.007641926403804717,literal_paraphrase,
38,cosine_dist,0.3593535001736599,0.2409382631331296,1000,0.34442026631545963,0.3742867340318602,0.007619136869856664,literal_paraphrase,
39,cosine_dist,0.3427579482642468,0.2387781739974002,1000,0.32795859565761254,0.3575573008708811,0.007550828853677769,literal_paraphrase,
40,cosine_dist,0.3464492268536706,0.2355123656294256,1000,0.3318522874273292,0.36104616628001196,0.007447554925233398,literal_paraphrase,
41,cosine_dist,0.3525692656874162,0.2357565712005538,1000,0.3379571905210902,0.3671813408537422,0.007455277383454072,literal_paraphrase,
42,cosine_dist,0.353268439310923,0.235668890896028,1000,0.3386617985263146,0.3678750800955314,0.007452504688771685,literal_paraphrase,
43,cosine_dist,0.3809383271585393,0.237930915151503,1000,0.36619148723428135,0.3956851670827973,0.007524036176470161,literal_paraphrase,
44,cosine_dist,0.3347375355150143,0.2154378438507081,1000,0.32138480497610683,0.34809026605392174,0.006812742807639379,literal_paraphrase,
45,cosine_dist,0.3341349730230868,0.2096181683230168,1000,0.3211429430823481,0.34712700296382554,0.006628708508532911,literal_paraphrase,
46,cosine_dist,0.353621201986447,0.2162146231887715,1000,0.3402203270500467,0.3670220769228473,0.006837306727115761,literal_paraphrase,
47,cosine_dist,0.1965525903436937,0.1719732167779893,1000,0.18589377579885039,0.20721140488853704,0.005438270615643294,literal_paraphrase,
