layer,metric,mean,std,n
0,l1_dist,1639.1801979185454,1431.1226137427814,823
0,l2_dist,242.78116389815747,128.71910890789488,823
0,cosine_dist,0.7981562629366975,0.18474052380379175,823
0,slang_only_features,28.243013365735116,39.85656843965314,823
0,literal_only_features,50.2187120291616,55.544522352318474,823
0,shared_features,6.010935601458081,5.0967434841157075,823
0,slang_active,34.253948967193196,42.651715120885434,823
0,literal_active,56.22964763061968,57.21651654027374,823
1,l1_dist,1700.8408586170665,1465.2215533356436,823
1,l2_dist,244.41008194451777,125.59109272857266,823
1,cosine_dist,0.8302410566683673,0.1641528151459171,823
1,slang_only_features,29.35358444714459,39.37025705856761,823
1,literal_only_features,52.02187120291616,55.56793491235089,823
1,shared_features,6.277035236938032,5.846230880791192,823
1,slang_active,35.630619684082625,42.475290628243854,823
1,literal_active,58.29890643985419,57.37951579039309,823
2,l1_dist,1796.0327791976465,1487.9172624470743,823
2,l2_dist,251.4824849843689,130.06301790671122,823
2,cosine_dist,0.7939702786577646,0.16118638358129797,823
2,slang_only_features,30.676792223572296,36.6803874335313,823
2,literal_only_features,51.68408262454435,51.74772741099038,823
2,shared_features,7.528554070473876,6.329652005213295,823
2,slang_active,38.20534629404617,40.20346636482529,823
2,literal_active,59.212636695018226,53.923799669646016,823
3,l1_dist,2129.9301490459234,1631.8326711940229,823
3,l2_dist,274.4559756542034,126.91814822140748,823
3,cosine_dist,0.8231191545148309,0.14361517283561642,823
3,slang_only_features,37.42041312272175,39.837436020649186,823
3,literal_only_features,58.410692588092346,55.11604003062651,823
3,shared_features,8.872417982989065,7.976545500056783,823
3,slang_active,46.29283110571082,44.364288229539284,823
3,literal_active,67.28311057108141,58.26798436107913,823
4,l1_dist,2370.5940732156378,1710.7906601945747,823
4,l2_dist,293.6742925817738,133.68459901326347,823
4,cosine_dist,0.6851687084615824,0.18113316491561204,823
4,slang_only_features,38.87727825030377,36.96003892918346,823
4,literal_only_features,57.77885783718104,50.44263072122835,823
4,shared_features,13.154313487241799,8.570443019149948,823
4,slang_active,52.03159173754557,41.71568377627318,823
4,literal_active,70.93317132442284,53.95157052052928,823
5,l1_dist,2624.4257434089445,1861.576701881637,823
5,l2_dist,322.1195537154614,147.0324892808551,823
5,cosine_dist,0.7590791232796795,0.15490283877326905,823
5,slang_only_features,41.40340218712029,37.644497958907905,823
5,literal_only_features,59.806804374240585,50.14167391315823,823
5,shared_features,14.097205346294047,9.185427703969804,823
5,slang_active,55.50060753341434,42.324381629402936,823
5,literal_active,73.90400972053463,53.91928868509026,823
6,l1_dist,3371.259030885569,2198.4427250591393,823
6,l2_dist,414.3834060724567,178.90684818961554,823
6,cosine_dist,0.770144398278361,0.15068819764079086,823
6,slang_only_features,45.64641555285541,37.75340636946596,823
6,literal_only_features,64.22235722964763,51.102431010635975,823
6,shared_features,16.040097205346296,12.48122170509724,823
6,slang_active,61.6865127582017,44.72017928573473,823
6,literal_active,80.26245443499393,56.7408608090217,823
7,l1_dist,3728.922193154095,2251.4788338261374,823
7,l2_dist,439.7937096448599,177.93361210072194,823
7,cosine_dist,0.7790008440425897,0.14084513533604623,823
7,slang_only_features,49.96597812879708,37.077355794920734,823
7,literal_only_features,66.54921020656136,48.29586516174346,823
7,shared_features,20.40097205346294,13.959047864418064,823
7,slang_active,70.36695018226003,44.798742348106174,823
7,literal_active,86.9501822600243,54.542045242525894,823
8,l1_dist,4189.414090125269,2296.350652084306,823
8,l2_dist,477.29147624390095,184.26810788462922,823
8,cosine_dist,0.726062420915183,0.14958653680588405,823
8,slang_only_features,51.80437424058323,34.510947146783515,823
8,literal_only_features,64.73390036452005,43.21936365930466,823
8,shared_features,26.25273390036452,15.856028722201408,823
8,slang_active,78.05710814094775,42.71929792789742,823
8,literal_active,90.98663426488457,50.474261729888575,823
9,l1_dist,4824.02147365862,2535.4726487786584,823
9,l2_dist,540.5576296466813,206.63777936664732,823
9,cosine_dist,0.706772029330843,0.16028319553578896,823
9,slang_only_features,51.81895504252734,35.07482063950553,823
9,literal_only_features,65.74483596597813,42.38893593970808,823
9,shared_features,31.08748481166464,17.397563449099522,823
9,slang_active,82.90643985419199,43.57479562700581,823
9,literal_active,96.83232077764276,49.75791773170901,823
10,l1_dist,5642.623325834587,2954.878767642906,823
10,l2_dist,625.167394181503,245.1535814468515,823
10,cosine_dist,0.6158607756585462,0.16597561331700322,823
10,slang_only_features,51.86634264884569,35.76437161002881,823
10,literal_only_features,66.05224787363305,41.25216225919377,823
10,shared_features,30.584447144592954,15.911430164210117,823
10,slang_active,82.45078979343864,43.12267049705821,823
10,literal_active,96.636695018226,46.74649676363436,823
11,l1_dist,6377.879499247702,3330.3048825666015,823
11,l2_dist,691.8475173078795,279.28209003860377,823
11,cosine_dist,0.6383872248734803,0.16961893000846107,823
11,slang_only_features,52.993924665856625,35.012946219141675,823
11,literal_only_features,65.5176184690158,41.461594088563,823
