layer,metric,mean,std,n,source_file
16,cosine_dist,0.1558304535236187,0.1000271803582352,1002,checkpoint_token_level_layer_20.csv
16,l1_dist,3581.7632435324663,1953.38588813087,1002,checkpoint_token_level_layer_20.csv
16,l2_dist,713.5568703596225,285.6734248804214,1002,checkpoint_token_level_layer_20.csv
16,literal_active,28.14870259481038,12.89520340172382,1002,checkpoint_token_level_layer_20.csv
16,literal_only_features,14.228542914171657,9.602824334655416,1002,checkpoint_token_level_layer_20.csv
16,shared_features,13.920159680638722,5.350360740580247,1002,checkpoint_token_level_layer_20.csv
16,slang_active,27.479041916167663,13.1997572968161,1002,checkpoint_token_level_layer_20.csv
16,slang_only_features,13.558882235528944,10.469470203187596,1002,checkpoint_token_level_layer_20.csv
17,cosine_dist,0.2054974974807865,0.1189190530494632,1002,checkpoint_token_level_layer_20.csv
17,l1_dist,4820.422453311151,2538.5298941107285,1002,checkpoint_token_level_layer_20.csv
17,l2_dist,897.421261968251,312.3150955954521,1002,checkpoint_token_level_layer_20.csv
17,literal_active,30.865269461077844,13.069780909838665,1002,checkpoint_token_level_layer_20.csv
17,literal_only_features,15.073852295409182,9.521618166316555,1002,checkpoint_token_level_layer_20.csv
17,shared_features,15.791417165668662,5.827990668931313,1002,checkpoint_token_level_layer_20.csv
17,slang_active,32.6996007984032,15.021494241978584,1002,checkpoint_token_level_layer_20.csv
17,slang_only_features,16.90818363273453,12.240991346941628,1002,checkpoint_token_level_layer_20.csv
18,cosine_dist,0.157879290644994,0.0975065569982141,1002,checkpoint_token_level_layer_20.csv
18,l1_dist,5728.114815291292,2900.5420745074694,1002,checkpoint_token_level_layer_20.csv
18,l2_dist,1085.2450318479252,405.34651079879086,1002,checkpoint_token_level_layer_20.csv
18,literal_active,30.989021956087825,13.140606081347492,1002,checkpoint_token_level_layer_20.csv
18,literal_only_features,14.14870259481038,9.293229529243686,1002,checkpoint_token_level_layer_20.csv
18,shared_features,16.840319361277444,6.628918913810355,1002,checkpoint_token_level_layer_20.csv
18,slang_active,35.91516966067864,14.686877839072467,1002,checkpoint_token_level_layer_20.csv
18,slang_only_features,19.0748502994012,11.777943213264155,1002,checkpoint_token_level_layer_20.csv
19,cosine_dist,0.2102387257351609,0.1479595682016001,1002,checkpoint_token_level_layer_20.csv
19,l1_dist,6796.113465330082,3389.20227411034,1002,checkpoint_token_level_layer_20.csv
19,l2_dist,1336.9148050334877,539.3325657672335,1002,checkpoint_token_level_layer_20.csv
19,literal_active,32.945109780439125,12.837693262472095,1002,checkpoint_token_level_layer_20.csv
19,literal_only_features,15.909181636726547,9.313284115011648,1002,checkpoint_token_level_layer_20.csv
19,shared_features,17.035928143712574,6.823604869860679,1002,checkpoint_token_level_layer_20.csv
19,slang_active,33.989021956087825,14.531089914157516,1002,checkpoint_token_level_layer_20.csv
19,slang_only_features,16.95309381237525,10.802195173576782,1002,checkpoint_token_level_layer_20.csv
20,cosine_dist,0.1623455553711531,0.1032890199185153,1002,checkpoint_token_level_layer_30.csv
20,l1_dist,6846.541159258632,3509.847904443482,1002,checkpoint_token_level_layer_30.csv
20,l2_dist,1308.8184647246037,547.0266561729429,1002,checkpoint_token_level_layer_30.csv
20,literal_active,31.36726546906188,11.470992936511044,1002,checkpoint_token_level_layer_30.csv
20,literal_only_features,13.517964071856287,8.545649209152854,1002,checkpoint_token_level_layer_30.csv
20,shared_features,17.84930139720559,5.4988879760395175,1002,checkpoint_token_level_layer_30.csv
20,slang_active,34.17764471057884,12.9984790773716,1002,checkpoint_token_level_layer_30.csv
20,slang_only_features,16.328343313373253,10.329452061465796,1002,checkpoint_token_level_layer_30.csv
21,cosine_dist,0.1925479912621056,0.1239012823737262,1002,checkpoint_token_level_layer_30.csv
21,l1_dist,8047.321559883163,3762.983834148609,1002,checkpoint_token_level_layer_30.csv
21,l2_dist,1590.691587497612,708.9837782810466,1002,checkpoint_token_level_layer_30.csv
21,literal_active,31.2125748502994,12.027983072954488,1002,checkpoint_token_level_layer_30.csv
21,literal_only_features,13.496007984031936,8.032275464254745,1002,checkpoint_token_level_layer_30.csv
21,shared_features,17.716566866267463,6.782146413199865,1002,checkpoint_token_level_layer_30.csv
21,slang_active,33.7624750499002,13.252253567323972,1002,checkpoint_token_level_layer_30.csv
21,slang_only_features,16.045908183632733,9.542105881525544,1002,checkpoint_token_level_layer_30.csv
22,cosine_dist,0.1742697475913042,0.1237493756848808,1002,checkpoint_token_level_layer_30.csv
22,l1_dist,8148.635805293709,4315.038996982435,1002,checkpoint_token_level_layer_30.csv
22,l2_dist,1684.7688079651246,850.5276737608899,1002,checkpoint_token_level_layer_30.csv
22,literal_active,28.718562874251496,12.839739751908738,1002,checkpoint_token_level_layer_30.csv
22,literal_only_features,12.426147704590818,8.557719661133019,1002,checkpoint_token_level_layer_30.csv
22,shared_features,16.29241516966068,7.090189052042407,1002,checkpoint_token_level_layer_30.csv
22,slang_active,34.278443113772454,14.78492901974911,1002,checkpoint_token_level_layer_30.csv
22,slang_only_features,17.986027944111775,10.869476223097807,1002,checkpoint_token_level_layer_30.csv
23,cosine_dist,0.3052646733612238,0.1887217105058141,1002,checkpoint_token_level_layer_30.csv
23,l1_dist,14924.853338245384,6244.186647354642,1002,checkpoint_token_level_layer_30.csv
23,l2_dist,2821.2871454966044,1067.5397025739285,1002,checkpoint_token_level_layer_30.csv
23,literal_active,61.17764471057884,17.50957477564402,1002,checkpoint_token_level_layer_30.csv
23,literal_only_features,19.393213572854293,8.814855104383332,1002,checkpoint_token_level_layer_30.csv
23,shared_features,41.78443113772455,13.421964790896018,1002,checkpoint_token_level_layer_30.csv
23,slang_active,72.84031936127745,19.62514098752526,1002,checkpoint_token_level_layer_30.csv
23,slang_only_features,31.05588822355289,13.074898253172734,1002,checkpoint_token_level_layer_30.csv
24,cosine_dist,0.3202930922190586,0.1417253062378247,1002,checkpoint_token_level_layer_30.csv
24,l1_dist,15289.675825838558,7105.8829397895,1002,checkpoint_token_level_layer_30.csv
24,l2_dist,2545.8440254500765,1387.013288884148,1002,checkpoint_token_level_layer_30.csv
24,literal_active,77.9441117764471,18.68658591805724,1002,checkpoint_token_level_layer_30.csv
24,literal_only_features,22.693612774451097,9.26397843956359,1002,checkpoint_token_level_layer_30.csv
24,shared_features,55.250499001996005,15.395975209294429,1002,checkpoint_token_level_layer_30.csv
24,slang_active,89.97105788423154,23.461867832597093,1002,checkpoint_token_level_layer_30.csv
24,slang_only_features,34.72055888223553,15.668591097895172,1002,checkpoint_token_level_layer_30.csv
25,cosine_dist,0.2775129667462822,0.1999238221068495,1002,checkpoint_token_level_layer_30.csv
25,l1_dist,17309.17951791729,6911.864144605446,1002,checkpoint_token_level_layer_30.csv
25,l2_dist,3267.6796836624603,1343.1255604713344,1002,checkpoint_token_level_layer_30.csv
25,literal_active,69.66067864271457,17.72952223893473,1002,checkpoint_token_level_layer_30.csv
25,literal_only_features,21.987025948103792,9.816115275358532,1002,checkpoint_token_level_layer_30.csv
25,shared_features,47.67365269461078,12.54549741621659,1002,checkpoint_token_level_layer_30.csv
25,slang_active,85.50299401197604,19.759039746772487,1002,checkpoint_token_level_layer_30.csv
25,slang_only_features,37.82934131736527,15.413975350086794,1002,checkpoint_token_level_layer_30.csv
26,cosine_dist,0.3183149701530883,0.1898645988346473,1002,checkpoint_token_level_layer_30.csv
26,l1_dist,15740.59255609874,7356.405194994365,1002,checkpoint_token_level_layer_30.csv
26,l2_dist,2857.715910220574,1276.1701100225366,1002,checkpoint_token_level_layer_30.csv
26,literal_active,51.16067864271457,15.784132951557968,1002,checkpoint_token_level_layer_30.csv
26,literal_only_features,18.70558882235529,9.22993852483592,1002,checkpoint_token_level_layer_30.csv
26,shared_features,32.455089820359284,10.016676665395464,1002,checkpoint_token_level_layer_30.csv
26,slang_active,60.9750499001996,16.176927714092407,1002,checkpoint_token_level_layer_30.csv
26,slang_only_features,28.51996007984032,13.673995191946808,1002,checkpoint_token_level_layer_30.csv
27,cosine_dist,0.3007664939169279,0.2116761014133807,1002,checkpoint_token_level_layer_30.csv
27,l1_dist,15998.67384420612,7046.749044116428,1002,checkpoint_token_level_layer_30.csv
27,l2_dist,3249.826824683153,1234.8027552011663,1002,checkpoint_token_level_layer_30.csv
27,literal_active,45.0059880239521,13.036183487203308,1002,checkpoint_token_level_layer_30.csv
27,literal_only_features,18.50798403193613,8.390568089350117,1002,checkpoint_token_level_layer_30.csv
27,shared_features,26.498003992015967,8.074657628429291,1002,checkpoint_token_level_layer_30.csv
27,slang_active,47.03493013972056,13.584061395514802,1002,checkpoint_token_level_layer_30.csv
27,slang_only_features,20.53692614770459,10.976982528985442,1002,checkpoint_token_level_layer_30.csv
28,cosine_dist,0.2657886484745674,0.1770221316900268,1002,checkpoint_token_level_layer_30.csv
28,l1_dist,18593.57642576176,7924.997426972892,1002,checkpoint_token_level_layer_30.csv
28,l2_dist,3522.690759594093,1171.400113765689,1002,checkpoint_token_level_layer_30.csv
28,literal_active,41.81636726546906,13.788255133178058,1002,checkpoint_token_level_layer_30.csv
28,literal_only_features,16.931137724550897,9.05914522890748,1002,checkpoint_token_level_layer_30.csv
28,shared_features,24.885229540918164,7.310875706098794,1002,checkpoint_token_level_layer_30.csv
28,slang_active,47.34131736526946,13.264440384112348,1002,checkpoint_token_level_layer_30.csv
28,slang_only_features,22.456087824351297,10.300406357131129,1002,checkpoint_token_level_layer_30.csv
29,cosine_dist,0.3511797672364407,0.2032685903984415,1002,sae_token_level_results_20260129_154848.csv
29,l1_dist,16645.05892560582,7605.227893665781,1002,sae_token_level_results_20260129_154848.csv
29,l2_dist,3316.326429172904,1283.375860914152,1002,sae_token_level_results_20260129_154848.csv
29,literal_active,32.63972055888224,11.184665646790496,1002,sae_token_level_results_20260129_154848.csv
29,literal_only_features,15.263473053892216,8.220055018353767,1002,sae_token_level_results_20260129_154848.csv
29,shared_features,17.37624750499002,5.36521980198124,1002,sae_token_level_results_20260129_154848.csv
29,slang_active,33.70858283433134,10.360416484300638,1002,sae_token_level_results_20260129_154848.csv
29,slang_only_features,16.332335329341316,8.428774753642077,1002,sae_token_level_results_20260129_154848.csv
30,cosine_dist,0.2580657035796466,0.1457271378751714,1002,sae_token_level_results_20260129_154848.csv
30,l1_dist,17000.898180202097,8131.355400991007,1002,sae_token_level_results_20260129_154848.csv
30,l2_dist,3306.176250404465,1148.457175574118,1002,sae_token_level_results_20260129_154848.csv
30,literal_active,29.04790419161677,11.67677209615873,1002,sae_token_level_results_20260129_154848.csv
30,literal_only_features,14.454091816367264,8.919264636741778,1002,sae_token_level_results_20260129_154848.csv
30,shared_features,14.5938123752495,5.1111089566934655,1002,sae_token_level_results_20260129_154848.csv
30,slang_active,30.62375249500998,10.953957108640823,1002,sae_token_level_results_20260129_154848.csv
30,slang_only_features,16.02994011976048,9.039892835175882,1002,sae_token_level_results_20260129_154848.csv
31,cosine_dist,0.2466466025321069,0.1543352993145365,1002,sae_token_level_results_20260129_154848.csv
31,l1_dist,17124.850090590302,8216.528917625805,1002,sae_token_level_results_20260129_154848.csv
31,l2_dist,3804.775616857106,1622.9170377232608,1002,sae_token_level_results_20260129_154848.csv
31,literal_active,24.11177644710579,10.29802807693674,1002,sae_token_level_results_20260129_154848.csv
31,literal_only_features,12.463073852295407,7.74913128429326,1002,sae_token_level_results_20260129_154848.csv
31,shared_features,11.64870259481038,4.159536011829426,1002,sae_token_level_results_20260129_154848.csv
31,slang_active,23.50499001996008,9.118671761857602,1002,sae_token_level_results_20260129_154848.csv
31,slang_only_features,11.8562874251497,7.087372129486211,1002,sae_token_level_results_20260129_154848.csv
32,cosine_dist,0.1613085847831296,0.1139978682420222,1002,sae_token_level_results_20260129_154848.csv
32,l1_dist,18112.653761325008,8476.654328995339,1002,sae_token_level_results_20260129_154848.csv
32,l2_dist,4183.2115003391655,2084.625538407556,1002,sae_token_level_results_20260129_154848.csv
32,literal_active,25.99700598802395,8.858670269294592,1002,sae_token_level_results_20260129_154848.csv
32,literal_only_features,12.981037924151696,7.457573928748771,1002,sae_token_level_results_20260129_154848.csv
32,shared_features,13.015968063872256,3.790383950208481,1002,sae_token_level_results_20260129_154848.csv
32,slang_active,24.424151696606785,8.47591018251715,1002,sae_token_level_results_20260129_154848.csv
32,slang_only_features,11.40818363273453,6.886740774649293,1002,sae_token_level_results_20260129_154848.csv
33,cosine_dist,0.1789353280188794,0.1044431890219067,1002,sae_token_level_results_20260129_154848.csv
33,l1_dist,19434.85917520428,9612.564119047436,1002,sae_token_level_results_20260129_154848.csv
33,l2_dist,3950.4860566952034,1673.9573985984966,1002,sae_token_level_results_20260129_154848.csv
33,literal_active,27.71756487025948,9.282711532278723,1002,sae_token_level_results_20260129_154848.csv
33,literal_only_features,14.141716566866268,7.804361609206129,1002,sae_token_level_results_20260129_154848.csv
33,shared_features,13.575848303393212,3.881315024100658,1002,sae_token_level_results_20260129_154848.csv
33,slang_active,25.99101796407185,8.65535030970493,1002,sae_token_level_results_20260129_154848.csv
33,slang_only_features,12.415169660678645,7.032664692405438,1002,sae_token_level_results_20260129_154848.csv
34,cosine_dist,0.3489893426943919,0.1914512846472337,1002,sae_token_level_results_20260129_154848.csv
34,l1_dist,19791.18782600814,10850.962168881517,1002,sae_token_level_results_20260129_154848.csv
34,l2_dist,4343.261026896403,1769.2136973445329,1002,sae_token_level_results_20260129_154848.csv
34,literal_active,25.09680638722555,10.904118953868712,1002,sae_token_level_results_20260129_154848.csv
34,literal_only_features,14.626746506986027,7.854998484483005,1002,sae_token_level_results_20260129_154848.csv
34,shared_features,10.47005988023952,5.327554422449279,1002,sae_token_level_results_20260129_154848.csv
34,slang_active,21.382235528942115,10.464968831636382,1002,sae_token_level_results_20260129_154848.csv
34,slang_only_features,10.912175648702595,7.356767456042176,1002,sae_token_level_results_20260129_154848.csv
35,cosine_dist,0.3277141190358919,0.1511818913993147,1002,sae_token_level_results_20260129_154848.csv
35,l1_dist,19494.365745072355,11527.827914377758,1002,sae_token_level_results_20260129_154848.csv
35,l2_dist,4370.139116054999,1900.418019951148,1002,sae_token_level_results_20260129_154848.csv
35,literal_active,21.260479041916167,10.855198951723404,1002,sae_token_level_results_20260129_154848.csv
35,literal_only_features,13.217564870259482,8.338914549661146,1002,sae_token_level_results_20260129_154848.csv
35,shared_features,8.042914171656687,4.198559144853517,1002,sae_token_level_results_20260129_154848.csv
35,slang_active,19.28443113772455,9.232954144869666,1002,sae_token_level_results_20260129_154848.csv
35,slang_only_features,11.241516966067865,6.957495196935519,1002,sae_token_level_results_20260129_154848.csv
36,cosine_dist,0.268484362711509,0.14225532016881,1002,sae_token_level_results_20260129_154848.csv
36,l1_dist,23716.53688862509,11961.833483497929,1002,sae_token_level_results_20260129_154848.csv
36,l2_dist,5126.384786701012,2098.5133782753605,1002,sae_token_level_results_20260129_154848.csv
36,literal_active,26.789421157684632,11.023951779584047,1002,sae_token_level_results_20260129_154848.csv
36,literal_only_features,14.035928143712574,8.367238804790597,1002,sae_token_level_results_20260129_154848.csv
36,shared_features,12.753493013972056,5.153929258425013,1002,sae_token_level_results_20260129_154848.csv
36,slang_active,24.714570858283437,9.343968523594736,1002,sae_token_level_results_20260129_154848.csv
36,slang_only_features,11.961077844311378,6.591554055470967,1002,sae_token_level_results_20260129_154848.csv
37,cosine_dist,0.4329857294877132,0.179531653589271,1002,sae_token_level_results_20260129_154848.csv
37,l1_dist,23211.63607209409,12919.868518164065,1002,sae_token_level_results_20260129_154848.csv
37,l2_dist,5184.264475687297,2030.664490418462,1002,sae_token_level_results_20260129_154848.csv
37,literal_active,23.726546906187625,11.139877920880066,1002,sae_token_level_results_20260129_154848.csv
37,literal_only_features,14.598802395209582,8.398906791499098,1002,sae_token_level_results_20260129_154848.csv
37,shared_features,9.127744510978044,4.871364113463797,1002,sae_token_level_results_20260129_154848.csv
37,slang_active,20.276447105788424,10.25115855151991,1002,sae_token_level_results_20260129_154848.csv
37,slang_only_features,11.14870259481038,7.225677993685879,1002,sae_token_level_results_20260129_154848.csv
38,cosine_dist,0.3476434993500005,0.1628544084508766,1002,sae_token_level_results_20260129_154848.csv
38,l1_dist,22796.607432595745,12300.345527283078,1002,sae_token_level_results_20260129_154848.csv
